UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/11/25T00:00:18z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,20,31,1019.76,nan,36256,0,101,1.70,2.48,2.85,1.70,2.48,2.85,10,10,504.33,147.98,13.67,0.74,0.43,0.43,1.61,2.02,2.25,1.61,2.02,2.25,8,8,516.00,148.55,10.48,0.32,0.32,0.32,nan
2023/11/25T00:02:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,20,31,1019.79,0.05,36480,0,220,2.28,2.78,3.10,2.28,2.78,3.10,12,12,530.55,155.57,15.20,0.78,0.42,0.18,2.21,2.95,2.95,2.21,2.95,2.95,12,12,522.00,154.46,16.41,0.39,0.00,0.00,25.00
2023/11/25T00:04:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,20,31,1019.85,0.05,36480,0,340,1.97,2.50,2.78,1.97,2.50,2.78,10,10,490.81,141.97,13.86,1.05,0.40,0.22,1.69,2.14,2.14,1.69,2.14,2.14,9,9,441.21,127.76,13.53,0.66,0.00,0.00,25.09
2023/11/25T00:06:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,20,32,1019.26,0.05,36168,0,460,1.52,2.27,2.79,1.52,2.27,2.79,9,9,479.73,140.61,15.34,1.43,0.84,0.30,1.32,1.93,1.93,1.32,1.93,1.93,8,8,407.59,118.71,11.68,0.46,0.00,0.00,26.16
2023/11/25T00:08:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,20,32,1019.89,0.05,36480,0,580,1.83,2.44,2.76,1.83,2.44,2.76,10,10,466.12,141.66,17.14,1.24,0.36,0.19,1.43,1.71,1.88,1.43,1.71,1.88,7,7,398.07,117.24,10.12,0.64,0.17,0.17,26.04
2023/11/25T00:10:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.88,0.05,36480,0,700,1.74,2.43,2.95,1.74,2.43,2.95,10,10,423.36,127.67,16.69,1.93,0.79,0.00,0.64,1.04,1.23,0.64,1.04,1.23,4,4,392.04,110.64,5.77,0.21,0.21,0.21,26.66
2023/11/25T00:12:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.89,0.05,36168,0,820,1.57,2.03,2.09,1.57,2.03,2.09,8,8,402.36,119.47,8.78,0.24,0.24,0.00,1.31,1.80,1.80,1.31,1.80,1.80,7,7,391.32,111.41,9.25,0.25,0.00,0.00,26.77
2023/11/25T00:14:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.88,0.05,36480,0,940,1.41,1.61,1.61,1.41,1.61,1.61,7,7,403.50,114.38,9.00,0.11,0.00,0.00,0.97,1.12,1.12,0.97,1.12,1.12,5,5,334.55,96.57,10.88,0.00,0.00,0.00,27.02
2023/11/25T00:16:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.90,0.05,36480,0,1060,1.52,1.95,2.48,1.52,1.95,2.48,8,8,428.69,119.86,13.84,1.21,0.69,0.60,0.85,1.36,1.53,0.85,1.36,1.53,6,6,359.08,108.85,10.47,0.63,0.25,0.25,27.18
2023/11/25T00:18:17z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.90,0.05,36480,0,1180,1.68,2.03,2.61,1.68,2.03,2.61,8,8,411.10,118.53,11.22,1.17,0.64,0.47,0.67,1.05,1.69,0.67,1.05,1.69,4,4,383.45,108.15,8.35,1.22,0.75,0.75,28.60
2023/11/25T00:19:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.93,nan,36568,0,99,1.00,1.22,1.33,1.00,1.22,1.33,5,5,324.33,93.18,9.84,0.49,0.24,0.00,0.66,1.14,1.20,0.66,1.14,1.20,5,5,359.73,96.91,10.84,0.20,0.07,0.07,nan
2023/11/25T00:21:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.93,0.05,36480,0,219,1.05,1.47,1.56,1.05,1.47,1.56,6,6,393.36,114.03,10.98,0.85,0.20,0.00,1.00,1.70,1.88,1.00,1.70,1.88,7,7,367.61,104.98,13.55,0.64,0.00,0.00,25.00
2023/11/25T00:23:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1019.97,0.05,36480,0,339,1.67,1.91,2.33,1.67,1.91,2.33,8,8,453.11,128.96,9.40,0.60,0.60,0.19,1.33,1.67,1.72,1.33,1.67,1.72,7,7,416.79,114.69,8.03,0.17,0.17,0.00,25.06
2023/11/25T00:25:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,76,20,33,1020.00,0.05,36480,0,459,1.40,1.95,2.33,1.40,1.95,2.33,8,8,422.17,114.53,9.29,1.24,0.43,0.17,1.73,1.87,1.87,1.73,1.87,1.87,8,8,407.10,117.23,12.03,0.23,0.00,0.00,26.30
2023/11/25T00:27:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,32,1019.98,0.05,36480,0,579,1.63,2.20,2.47,1.63,2.20,2.47,9,9,433.68,125.68,15.32,1.24,0.49,0.08,0.93,1.52,1.74,0.93,1.52,1.74,6,6,389.48,112.34,12.14,0.45,0.22,0.22,27.99
2023/11/25T00:29:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,32,1020.00,0.05,36480,0,699,1.42,2.07,2.32,1.42,2.07,2.32,9,9,452.00,127.53,13.25,1.12,0.35,0.15,1.35,1.82,2.04,1.35,1.82,2.04,8,8,400.00,115.21,8.33,0.86,0.44,0.44,28.87
2023/11/25T00:31:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,32,1019.97,0.05,36480,0,819,1.89,2.33,2.86,1.89,2.33,2.86,10,10,473.74,133.14,15.79,1.21,0.96,0.35,1.71,1.90,2.07,1.71,1.90,2.07,8,8,417.41,124.36,10.02,0.59,0.17,0.17,29.42
2023/11/25T00:33:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,32,1019.98,0.05,36480,0,939,2.11,2.43,2.43,2.11,2.43,2.43,10,10,464.73,136.95,12.39,0.50,0.00,0.00,1.35,1.60,1.98,1.35,1.60,1.98,7,7,410.00,119.53,13.32,0.75,0.17,0.17,30.51
2023/11/25T00:35:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,32,1020.01,0.05,36480,0,1059,1.32,1.88,2.14,1.32,1.88,2.14,8,8,442.17,130.22,11.92,0.47,0.25,0.00,1.93,2.40,2.84,1.93,2.40,2.84,10,10,472.66,135.17,13.34,0.57,0.50,0.50,31.08
2023/11/25T00:37:56z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.03,0.05,36480,0,1179,2.15,2.73,3.10,2.15,2.73,3.10,11,11,494.24,147.37,14.17,1.64,0.34,0.00,1.28,1.91,2.30,1.28,1.91,2.30,8,8,416.21,118.18,10.79,1.14,0.63,0.44,31.26
2023/11/25T00:39:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.01,nan,36568,0,99,1.82,2.11,2.27,1.82,2.11,2.27,9,9,496.53,136.47,8.18,0.76,0.27,0.00,1.58,2.35,2.35,1.58,2.35,2.35,10,10,432.98,121.02,18.49,1.09,0.00,0.00,nan
2023/11/25T00:41:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.04,0.05,36480,0,219,2.34,2.66,2.93,2.34,2.66,2.93,11,11,514.07,150.83,15.29,0.41,0.37,0.00,1.28,2.05,2.05,1.22,2.05,2.05,9,9,437.48,124.59,17.09,0.53,0.00,0.00,25.00
2023/11/25T00:43:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.02,0.05,36480,0,339,1.72,2.35,2.65,1.72,2.35,2.65,10,10,481.37,137.61,16.39,1.39,0.53,0.00,1.69,2.12,2.20,1.69,2.12,2.20,9,9,449.59,127.53,16.69,0.85,0.24,0.00,25.06
2023/11/25T00:45:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.02,0.05,36480,0,459,1.95,2.70,3.09,1.95,2.70,3.09,11,11,481.66,141.71,17.38,1.77,0.52,0.21,1.44,2.15,2.47,1.44,2.15,2.47,9,9,445.22,128.64,12.56,1.07,0.39,0.39,25.98
2023/11/25T00:47:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1020.01,0.05,36480,0,579,2.44,3.05,3.81,2.44,3.05,3.81,13,13,537.97,158.37,16.80,1.81,0.83,0.46,1.48,1.66,1.93,1.48,1.66,1.93,7,7,446.79,122.03,11.09,0.48,0.48,0.31,26.63
2023/11/25T00:49:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,21,33,1019.98,0.05,36480,0,699,2.24,2.90,3.16,2.24,2.90,3.16,12,12,509.69,151.09,19.03,0.84,0.34,0.17,1.71,2.32,2.77,1.71,2.32,2.77,10,10,490.18,141.11,14.73,0.64,0.62,0.23,26.87
2023/11/25T00:51:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,22,33,1020.02,0.05,36480,0,819,1.81,2.45,3.21,1.81,2.45,3.21,10,10,522.62,150.14,18.64,1.74,1.17,0.36,2.07,2.69,2.83,2.07,2.69,2.83,11,11,512.75,145.90,15.12,0.92,0.25,0.00,26.73
2023/11/25T00:53:37z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,74,22,32,1020.04,0.05,36480,0,939,2.45,3.36,3.88,2.45,3.36,3.88,14,14,564.75,162.57,20.52,1.89,1.02,0.55,1.97,2.86,3.02,1.97,2.86,3.02,12,12,495.93,145.03,18.03,0.66,0.24,0.00,27.36
