UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/12/05T00:01:02z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.65,0.05,36480,0,221,2.90,3.93,4.95,2.90,3.93,4.95,16,16,625.22,184.76,28.00,3.47,1.64,0.32,2.70,3.29,3.68,2.70,3.29,3.68,14,14,625.29,181.04,14.25,1.32,0.50,0.25,25.00
2023/12/05T00:03:01z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.62,0.05,36480,0,340,2.76,3.40,3.83,2.76,3.40,3.83,14,14,621.98,181.90,17.88,1.21,0.69,0.48,2.25,2.72,3.13,2.25,2.72,3.13,11,11,572.10,163.93,19.03,0.70,0.53,0.33,25.20
2023/12/05T00:05:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.51,0.05,36480,0,460,3.07,3.50,3.66,3.07,3.50,3.66,15,15,594.86,178.91,16.80,0.88,0.27,0.00,1.98,2.75,2.75,1.98,2.75,2.75,11,11,522.41,150.20,15.31,0.41,0.00,0.00,26.38
2023/12/05T00:07:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.52,0.05,36480,0,580,2.34,2.71,2.97,2.34,2.71,2.97,11,11,560.39,161.75,13.64,1.25,0.59,0.00,1.93,2.26,2.81,1.93,2.26,2.81,9,9,515.16,138.49,12.89,0.68,0.63,0.61,26.95
2023/12/05T00:09:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.38,0.05,36480,0,700,2.27,3.37,4.18,2.27,3.37,4.18,14,14,558.05,160.75,19.55,2.95,1.13,0.45,1.82,2.98,3.12,1.82,2.98,3.12,12,12,538.71,158.46,19.29,0.77,0.38,0.00,26.36
2023/12/05T00:11:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,75,36,46,1004.33,0.05,36480,0,820,2.24,2.90,3.28,2.24,2.90,3.28,12,12,516.41,148.86,16.83,1.57,0.52,0.34,2.15,2.75,3.27,2.15,2.75,3.27,11,11,495.86,144.41,15.22,1.17,0.66,0.66,26.37
2023/12/05T00:13:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,74,36,45,1004.30,0.05,36480,0,940,2.34,2.89,3.48,2.34,2.89,3.48,12,12,535.34,153.68,15.68,1.91,0.68,0.68,1.98,2.62,2.76,1.98,2.62,2.76,11,11,480.21,137.00,14.88,0.90,0.21,0.21,28.01
2023/12/05T00:15:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,74,36,46,1004.22,0.05,36480,0,1060,2.67,3.51,3.75,2.67,3.51,3.75,15,15,610.37,177.63,20.40,0.77,0.39,0.23,1.90,2.47,3.53,1.90,2.47,3.53,10,10,502.98,146.05,16.08,1.92,1.42,0.71,27.28
2023/12/05T00:17:00z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,74,36,45,1004.22,0.05,36480,0,1180,2.47,3.49,3.95,2.47,3.49,3.95,15,15,565.88,163.80,24.19,1.56,0.78,0.27,1.82,2.32,2.71,1.82,2.32,2.71,10,10,521.46,143.71,16.80,1.11,0.62,0.38,26.11
2023/12/05T00:18:40z,c4:5b:be:e3:90:e4,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,74,36,45,1004.19,nan,36568,0,99,2.91,3.96,4.42,2.91,3.96,4.42,16,16,652.27,189.09,24.22,1.78,0.78,0.33,2.21,2.79,2.95,2.21,2.79,2.95,12,12,531.77,152.88,15.79,0.40,0.40,0.00,nan
