UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/09/24T00:00:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.56,0.01,36464,-62,345,1.84,2.40,2.56,1.84,2.40,2.56,10,10,543.79,147.79,12.74,1.00,0.19,0.00,1.80,2.22,2.29,1.80,2.22,2.29,9,9,455.34,130.27,12.14,0.31,0.07,0.00,25.00
2023/09/24T00:02:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.57,0.01,36464,-63,465,1.88,2.00,2.18,1.88,2.00,2.18,8,8,509.05,142.77,10.61,0.51,0.26,0.00,1.93,2.35,2.58,1.93,2.35,2.58,10,10,458.15,133.23,13.30,1.17,0.40,0.00,25.00
2023/09/24T00:04:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.63,0.01,36464,-62,585,1.93,2.47,2.85,1.93,2.47,2.85,10,10,517.50,144.57,15.00,0.90,0.53,0.23,1.81,2.24,2.57,1.81,2.24,2.57,9,9,484.71,137.78,13.09,1.14,0.43,0.00,25.00
2023/09/24T00:06:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.68,0.01,36464,-63,705,1.48,1.95,2.20,1.48,1.95,2.20,8,8,520.05,141.22,13.85,0.65,0.47,0.00,1.41,2.02,2.68,1.41,2.02,2.68,8,8,455.36,131.02,13.64,1.88,0.77,0.20,25.00
2023/09/24T00:08:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.65,0.01,36464,-61,825,0.91,1.26,1.26,0.91,1.26,1.26,5,5,353.95,101.18,11.02,0.54,0.00,0.00,1.64,2.29,2.51,1.64,2.29,2.51,10,10,438.56,128.05,12.46,0.90,0.22,0.15,25.00
2023/09/24T00:10:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.68,0.01,36488,-61,945,1.21,1.49,1.72,1.21,1.49,1.72,6,6,453.58,113.26,7.60,0.74,0.39,0.00,1.33,2.05,2.22,1.33,2.05,2.22,9,9,388.71,108.21,11.36,0.76,0.24,0.00,25.00
2023/09/24T00:12:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.68,0.01,36464,-63,1065,1.27,1.90,1.90,1.27,1.90,1.90,8,8,415.12,115.59,12.80,0.03,0.00,0.00,0.71,1.40,1.91,0.71,1.40,1.91,6,6,355.45,101.57,10.09,1.66,0.76,0.00,25.00
2023/09/24T00:14:12z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.66,0.01,36464,-60,1185,1.45,1.62,1.62,1.45,1.62,1.62,7,7,412.80,118.83,6.90,0.17,0.00,0.00,1.00,1.47,1.72,1.00,1.47,1.72,6,6,350.74,98.84,8.89,0.65,0.19,0.19,25.00
2023/09/24T00:16:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.61,nan,36464,-63,98,1.13,1.71,1.93,1.13,1.71,1.93,7,7,418.53,112.36,7.62,0.91,0.42,0.07,1.42,1.72,1.74,1.42,1.72,1.74,7,7,397.74,111.58,11.09,0.79,0.14,0.14,nan
2023/09/24T00:18:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.63,0.01,36464,-61,218,1.17,1.80,1.97,1.17,1.80,1.97,7,7,385.07,101.68,12.41,1.27,0.17,0.17,0.96,1.61,2.04,0.96,1.61,2.04,7,7,363.43,106.80,12.77,1.34,0.73,0.48,25.00
2023/09/24T00:20:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.34,0.01,36464,-62,338,1.18,1.54,1.88,1.18,1.54,1.88,6,6,379.47,107.58,10.46,1.46,0.47,0.05,1.05,1.77,1.77,1.05,1.77,1.77,7,7,373.05,105.25,10.25,0.78,0.17,0.00,25.00
2023/09/24T00:22:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.47,0.01,36464,-60,458,0.98,1.51,1.68,0.98,1.51,1.68,6,6,379.63,99.35,9.93,1.53,0.35,0.14,1.33,1.91,2.29,1.33,1.91,2.29,8,8,375.47,108.52,13.50,1.47,0.43,0.19,25.00
2023/09/24T00:24:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.55,0.01,36168,-62,578,0.78,1.15,1.24,0.78,1.15,1.24,5,5,338.69,89.41,10.71,0.88,0.17,0.00,0.77,1.28,1.33,0.77,1.28,1.33,5,5,322.32,92.77,9.42,1.09,0.00,0.00,25.00
2023/09/24T00:26:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.52,0.01,36464,-62,698,1.00,1.08,1.25,1.00,1.08,1.25,5,5,356.95,96.55,5.98,0.65,0.18,0.00,1.02,1.50,1.80,1.02,1.50,1.80,6,6,313.66,91.46,11.34,1.55,0.64,0.20,25.00
2023/09/24T00:28:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,37,50,1006.55,0.01,36464,-62,818,0.54,0.95,1.37,0.54,0.95,1.37,4,4,347.47,85.96,11.28,1.28,0.81,0.21,0.73,1.30,1.30,0.73,1.30,1.30,5,5,318.60,92.10,11.52,1.10,0.00,0.00,25.00
2023/09/24T00:30:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,37,50,1006.56,0.01,36464,-62,938,0.37,0.42,0.61,0.37,0.42,0.61,2,2,349.68,91.05,3.42,0.37,0.18,0.00,0.31,0.75,0.75,0.31,0.75,0.75,3,3,258.92,76.68,7.83,0.42,0.00,0.00,25.00
2023/09/24T00:32:26z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.58,0.01,36376,-65,1058,1.02,1.36,1.36,1.02,1.36,1.36,6,6,429.52,108.76,8.71,0.24,0.00,0.00,0.62,0.84,1.19,0.62,0.84,1.19,4,4,296.69,82.26,9.21,0.91,0.40,0.17,25.00
2023/09/24T00:34:25z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.57,0.01,36376,-62,1178,0.92,1.20,1.66,0.92,1.20,1.66,5,5,357.66,97.90,8.53,1.12,0.61,0.00,0.96,1.35,1.35,0.96,1.35,1.35,6,6,299.35,82.73,8.15,0.45,0.00,0.00,25.00
2023/09/24T00:36:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.59,nan,36464,-61,98,0.18,0.51,0.93,0.18,0.51,0.93,2,2,264.60,71.18,8.76,1.31,0.42,0.42,0.79,1.19,1.42,0.79,1.19,1.42,5,5,292.67,85.37,12.60,1.09,0.23,0.23,nan
2023/09/24T00:38:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.55,0.01,36464,-63,218,0.86,1.03,1.19,0.86,1.03,1.19,4,4,324.97,88.53,7.31,0.24,0.24,0.00,0.30,0.86,0.96,0.30,0.86,0.96,4,4,266.42,75.39,10.89,0.89,0.19,0.00,25.00
2023/09/24T00:40:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.57,0.01,36464,-62,338,0.91,1.00,1.53,0.91,1.00,1.53,4,4,347.95,92.89,5.16,0.91,0.68,0.44,0.51,1.12,1.20,0.51,1.12,1.20,5,5,290.39,83.19,9.76,0.76,0.17,0.00,25.00
2023/09/24T00:42:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.59,0.01,36464,-62,458,0.89,1.46,1.98,0.89,1.46,1.98,6,6,377.32,97.98,7.14,1.65,0.81,0.19,0.95,1.25,1.49,0.95,1.25,1.49,5,5,298.68,85.42,9.46,0.88,0.29,0.22,25.00
2023/09/24T00:44:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,78,38,50,1006.50,0.01,36168,-61,578,0.58,0.83,1.00,0.58,0.83,1.00,3,3,304.95,78.68,7.52,1.10,0.28,0.05,0.72,0.76,1.34,0.72,0.76,1.34,3,3,266.07,78.16,9.24,1.43,0.79,0.00,25.00
2023/09/24T00:46:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,49,1006.43,0.01,36464,-60,698,0.59,0.92,1.14,0.59,0.92,1.14,4,4,327.05,86.81,7.31,0.88,0.17,0.17,0.51,0.91,1.09,0.51,0.91,1.09,4,4,268.25,76.56,6.95,0.64,0.24,0.22,25.00
2023/09/24T00:48:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,49,1006.51,0.01,36464,-61,818,0.78,1.00,1.47,0.78,1.00,1.47,4,4,333.66,84.41,6.51,1.19,0.71,0.19,0.32,1.00,1.37,0.32,1.00,1.37,4,4,259.02,69.61,7.86,1.53,0.61,0.24,25.00
2023/09/24T00:50:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,49,1006.51,0.01,36464,-61,938,0.91,1.32,1.46,0.91,1.32,1.46,6,6,351.05,96.70,8.79,0.79,0.20,0.00,0.58,1.13,1.18,0.58,1.13,1.18,5,5,285.65,84.17,9.28,0.83,0.08,0.00,25.00
2023/09/24T00:52:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,49,1006.46,0.01,36488,-61,1058,0.60,0.69,1.09,0.60,0.69,1.09,3,3,296.74,82.19,7.22,0.84,0.84,0.21,0.47,1.07,1.62,0.47,1.07,1.62,4,4,279.52,79.33,8.59,1.24,0.78,0.17,25.00
2023/09/24T00:54:39z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,50,1006.41,0.01,36464,-61,1178,0.73,0.95,1.22,0.73,0.95,1.22,4,4,314.14,89.15,6.90,0.76,0.61,0.00,0.73,1.40,1.96,0.73,1.40,1.96,6,6,282.55,81.04,10.20,2.80,0.65,0.22,25.00
2023/09/24T00:57:00z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,38,49,1006.40,nan,36464,-63,106,0.69,0.80,0.80,0.69,0.80,0.80,3,3,331.67,89.04,7.33,0.59,0.00,0.00,0.09,0.47,0.49,0.09,0.47,0.49,2,2,253.53,71.91,8.42,0.07,0.07,0.02,nan
