UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/09/06T00:01:09z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,48,1005.96,0.01,36464,-63,698,2.03,2.87,3.12,2.03,2.87,3.12,12,12,547.30,152.20,17.57,1.37,0.50,0.00,2.55,3.29,3.56,2.55,3.29,3.56,14,14,611.78,178.82,22.18,0.80,0.24,0.02,25.00
2023/09/06T00:03:09z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,48,1006.63,0.01,36464,-65,818,2.10,3.03,3.57,2.10,3.03,3.57,13,13,542.28,154.14,20.02,1.66,0.48,0.00,2.68,3.61,3.93,2.68,3.61,3.93,15,15,562.17,164.39,23.12,1.49,0.41,0.17,25.00
2023/09/06T00:05:15z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,36,48,1006.62,0.01,36152,-62,944,2.37,3.00,3.45,2.37,3.00,3.45,13,13,555.90,155.87,20.53,1.02,0.78,0.23,2.30,3.26,3.77,2.30,3.26,3.77,14,14,553.28,163.87,17.30,1.98,0.66,0.18,25.00
2023/09/06T00:07:09z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,36,48,1006.61,0.01,36464,-64,1058,2.15,2.85,3.33,2.15,2.85,3.33,12,12,581.89,163.22,21.22,1.69,0.63,0.00,2.75,3.34,4.00,2.75,3.34,4.00,14,14,597.64,174.09,20.80,2.71,0.79,0.57,25.00
2023/09/06T00:09:09z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.60,0.01,36152,-63,1178,2.07,3.25,3.52,2.07,3.25,3.52,14,14,585.10,163.33,20.43,1.37,0.38,0.00,2.44,3.12,3.53,2.44,3.12,3.53,13,13,581.32,167.65,18.81,1.51,0.42,0.18,25.00
2023/09/06T00:11:29z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.57,nan,36464,-62,105,2.52,3.20,4.17,2.52,3.20,4.17,13,13,616.00,167.87,18.07,3.07,0.31,0.31,2.21,3.28,3.72,2.21,3.28,3.72,14,14,570.21,160.40,20.35,2.19,0.88,0.02,nan
2023/09/06T00:13:29z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.57,0.01,36464,-61,225,2.32,3.13,3.27,2.32,3.13,3.27,13,13,560.50,151.93,18.85,0.93,0.00,0.00,2.32,3.23,3.61,2.32,3.23,3.61,13,13,594.38,169.82,21.02,1.54,0.23,0.00,25.00
2023/09/06T00:15:29z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.58,0.01,36464,-63,345,2.26,3.16,3.59,2.26,3.16,3.59,13,13,597.83,154.24,18.00,2.57,1.03,0.00,2.47,3.93,4.07,2.47,3.93,4.07,16,16,585.86,170.81,21.86,2.76,0.27,0.19,25.00
2023/09/06T00:17:29z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.59,0.01,36464,-64,465,2.48,3.52,3.93,2.48,3.52,3.93,15,15,630.00,180.79,23.20,1.30,0.55,0.32,3.41,4.56,5.34,3.41,4.56,5.34,19,19,730.58,215.51,25.88,2.02,1.10,0.63,25.00
2023/09/06T00:19:29z,e0:98:6:26:8:36,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,77,35,47,1006.55,0.01,36464,-64,585,2.71,3.29,3.47,2.71,3.29,3.47,14,14,587.29,166.95,16.32,0.86,0.24,0.15,2.98,4.58,5.30,2.98,4.58,5.30,19,19,687.58,201.91,27.84,3.72,0.98,0.39,25.00
