UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/10/06T00:00:49z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,71,53,53,1017.36,0.02,36480,0,700,10.42,14.88,15.85,10.42,14.88,15.85,57,57,1887.86,558.53,87.53,5.61,1.44,0.19,8.95,13.05,13.84,8.95,13.05,13.84,53,53,1656.16,482.15,82.13,5.75,1.38,0.22,26.04
2023/10/06T00:02:48z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,72,53,54,1017.40,0.02,36480,0,819,9.96,13.67,14.74,9.96,13.67,14.74,55,55,1739.00,516.98,84.49,4.07,1.37,0.72,7.95,10.43,11.28,7.95,10.43,11.28,43,43,1490.48,433.91,69.40,3.64,0.66,0.43,26.17
2023/10/06T00:04:48z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,71,53,53,1017.36,0.02,36168,0,939,8.96,12.13,12.85,8.96,12.13,12.85,51,51,1615.20,472.87,71.69,2.42,1.18,0.13,8.03,10.95,11.90,8.03,10.95,11.90,46,46,1491.05,427.49,73.37,3.78,1.49,0.54,26.18
2023/10/06T00:06:48z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,70,53,52,1017.39,0.02,36480,0,1059,7.25,8.95,9.54,7.25,8.95,9.54,37,37,1323.41,384.10,50.24,1.63,1.08,0.24,6.58,7.93,8.14,6.58,7.93,8.14,33,33,1194.36,339.22,39.47,1.34,0.42,0.00,25.48
2023/10/06T00:08:48z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,71,54,53,1017.34,0.02,35984,0,1179,7.15,9.64,9.98,7.15,9.64,9.98,40,40,1381.27,402.98,62.41,1.85,0.44,0.00,6.43,7.46,7.73,6.43,7.46,7.73,31,31,1246.88,345.43,38.64,0.98,0.30,0.11,25.24
2023/10/06T00:10:28z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,71,54,53,1017.32,nan,36664,0,99,9.47,11.80,11.84,9.47,11.80,11.84,49,49,1722.47,492.67,61.73,1.64,0.00,0.00,8.26,10.33,10.79,8.26,10.33,10.79,43,43,1554.63,447.79,59.74,2.67,0.51,0.00,nan
2023/10/06T00:12:28z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,70,54,52,1017.29,0.02,36480,0,219,7.70,9.48,9.68,7.70,9.48,9.68,40,40,1420.05,415.97,48.45,1.02,0.20,0.20,7.00,8.67,9.16,7.00,8.67,9.16,36,36,1257.89,365.19,43.33,2.46,0.79,0.23,25.00
2023/10/06T00:14:28z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,71,54,53,1017.31,0.02,36480,0,339,7.07,9.07,9.19,7.07,9.07,9.19,38,38,1303.84,381.02,50.68,1.67,0.33,0.00,6.69,8.78,9.32,6.69,8.78,9.32,37,37,1249.32,367.32,50.15,2.00,0.81,0.36,25.21
2023/10/06T00:16:28z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,70,54,52,1017.25,0.02,36480,0,459,6.82,9.09,9.28,6.82,9.09,9.28,38,38,1351.84,384.14,52.56,1.74,0.35,0.00,6.02,8.19,9.00,6.02,8.19,9.00,34,34,1225.22,356.56,56.98,2.69,1.29,0.49,26.02
2023/10/06T00:18:28z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,70,54,52,1017.29,0.02,36168,0,579,8.34,10.88,11.63,8.34,10.88,11.63,45,45,1506.51,435.22,63.61,3.36,1.14,0.00,6.86,9.40,9.98,6.86,9.40,9.98,39,39,1327.53,381.79,54.63,3.54,1.16,0.18,25.63
