UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/11/17T21:50:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,53,37,1007.54,nan,36568,0,100,10.33,14.98,16.70,10.33,14.98,16.70,57,57,1600.63,461.65,69.91,7.46,2.02,0.59,8.28,10.70,12.23,8.28,10.70,12.23,45,45,1853.79,538.84,85.60,5.23,2.70,0.72,nan
2023/11/17T21:52:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,52,37,1007.61,0.02,36480,0,220,11.51,16.78,17.14,11.51,16.78,17.14,61,61,1742.95,509.34,82.61,4.81,0.22,0.00,8.66,10.61,11.14,8.66,10.61,11.14,44,44,1943.73,544.25,76.86,3.46,0.93,0.12,25.00
2023/11/17T21:54:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,52,36,1007.57,0.02,36480,0,340,11.39,16.72,17.58,11.39,16.72,17.58,61,61,1747.37,502.98,80.74,6.51,1.21,0.00,8.77,11.35,12.05,8.77,11.35,12.05,47,47,1971.20,577.90,79.90,2.27,0.97,0.20,25.07
2023/11/17T21:56:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,52,36,1007.54,0.02,36480,0,460,11.27,16.43,17.82,11.27,16.43,17.82,60,60,1730.09,508.00,78.34,6.34,1.61,0.79,9.07,11.12,11.80,9.07,11.12,11.80,46,46,1979.34,569.00,74.34,4.85,1.08,0.00,25.35
2023/11/17T21:58:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,52,36,1007.54,0.02,36480,0,580,12.05,17.24,17.80,12.05,17.24,17.80,62,62,1783.88,529.41,84.10,4.83,0.78,0.17,8.84,11.60,12.66,8.84,11.60,12.66,48,48,1992.78,577.84,79.10,6.12,1.53,0.41,25.36
2023/11/17T22:00:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,51,37,1007.54,0.02,36480,0,700,11.03,16.68,17.25,11.03,16.68,17.25,61,61,1749.45,504.95,81.77,6.17,0.75,0.22,8.62,11.04,12.51,8.62,11.04,12.51,46,46,1981.96,554.64,83.95,5.15,1.78,1.25,26.06
2023/11/17T22:02:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,51,37,1007.46,0.02,36480,0,820,11.00,16.40,16.84,11.00,16.40,16.84,60,60,1725.36,503.67,73.26,6.17,0.64,0.22,9.36,12.20,13.03,9.36,12.20,13.03,51,51,2076.00,599.59,95.86,2.71,1.36,0.00,26.94
2023/11/17T22:04:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,51,36,1007.49,0.02,36480,0,940,10.87,16.49,17.36,10.87,16.49,17.36,61,61,1754.24,502.44,75.80,7.56,1.42,0.47,8.78,11.59,12.83,8.78,11.59,12.83,48,48,1951.73,565.15,89.92,5.63,1.25,0.90,27.18
2023/11/17T22:06:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,51,37,1007.43,0.02,36480,0,1060,11.53,16.90,18.41,11.53,16.90,18.41,61,61,1805.74,524.29,77.60,8.55,1.41,0.48,9.44,11.86,12.71,9.44,11.86,12.71,49,49,2084.08,587.12,82.25,4.75,1.61,0.37,28.30
2023/11/17T22:08:29z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,50,36,1007.39,0.02,36480,0,1180,11.90,15.60,16.67,11.90,15.60,16.67,59,59,1816.60,517.34,75.21,3.78,0.97,0.40,8.82,10.96,11.91,8.82,10.96,11.91,46,46,1963.18,567.29,72.96,3.61,1.48,0.41,26.37
