UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/12/06T00:01:23z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,74,46,1007.38,0.02,36480,0,1180,1.22,2.57,3.10,1.22,2.57,3.10,11,11,388.45,112.38,23.27,3.12,0.75,0.57,1.00,1.88,2.43,1.00,1.88,2.43,8,8,506.25,137.52,22.96,1.39,1.16,0.50,28.97
2023/12/06T00:03:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,74,46,1007.40,nan,36568,0,99,2.22,3.47,3.62,2.22,3.47,3.62,14,14,529.33,160.04,26.04,0.87,0.22,0.00,1.61,2.30,2.70,1.61,2.30,2.70,10,10,570.95,165.39,21.84,1.39,0.75,0.07,nan
2023/12/06T00:05:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,74,46,1007.34,0.02,35984,0,219,2.44,3.53,3.97,2.44,3.53,3.97,15,15,556.47,164.66,30.02,1.07,0.63,0.00,1.79,2.81,3.21,1.79,2.81,3.21,12,12,599.26,173.56,23.49,1.53,0.56,0.19,25.00
2023/12/06T00:07:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,74,46,1007.30,0.02,36480,0,339,2.81,4.47,5.63,2.81,4.47,5.63,19,19,626.32,183.32,29.25,3.19,1.11,0.47,1.81,2.80,2.92,1.81,2.80,2.92,12,12,620.69,178.02,27.81,0.75,0.22,0.00,25.04
2023/12/06T00:09:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.26,0.02,36480,0,459,2.39,4.75,4.86,2.39,4.75,4.86,20,20,570.91,167.38,34.98,3.64,0.45,0.00,2.45,3.53,3.86,2.45,3.53,3.86,15,15,685.71,200.88,33.69,1.33,0.95,0.45,25.09
2023/12/06T00:11:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.25,0.02,36480,0,579,3.03,4.93,5.75,3.03,4.93,5.75,21,21,650.44,194.41,35.54,2.24,0.92,0.39,2.21,3.67,3.76,2.21,3.67,3.76,15,15,690.88,202.09,31.93,1.12,0.38,0.19,25.40
2023/12/06T00:13:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.06,0.02,36480,0,699,3.16,5.48,5.90,3.16,5.48,5.90,23,23,691.91,201.52,35.05,2.83,0.52,0.17,2.80,3.79,3.93,2.80,3.79,3.93,16,16,740.04,215.39,34.29,2.25,0.75,0.18,25.39
2023/12/06T00:15:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.40,0.02,36480,0,819,3.36,5.79,6.12,3.36,5.79,6.12,24,24,722.53,212.91,37.38,3.21,0.40,0.00,3.24,4.21,4.41,3.24,4.21,4.41,18,18,817.60,239.28,41.36,2.33,0.59,0.17,25.85
2023/12/06T00:17:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.43,0.02,36480,0,939,4.00,7.12,7.86,4.00,7.12,7.86,30,30,802.82,234.23,43.45,3.79,1.05,0.36,3.73,4.73,5.32,3.73,4.73,5.32,20,20,906.66,263.80,46.47,1.90,1.44,0.49,25.84
2023/12/06T00:19:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.45,0.02,36480,0,1059,4.12,6.75,7.14,4.12,6.75,7.14,28,28,813.36,240.83,39.53,2.54,0.53,0.36,3.47,4.05,4.66,3.47,4.05,4.66,17,17,872.79,247.93,36.12,1.81,0.95,0.38,28.15
2023/12/06T00:21:03z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.26,0.02,36480,0,1179,3.34,4.78,5.42,3.34,4.78,5.42,20,20,682.68,198.41,34.15,2.27,0.49,0.31,2.96,3.84,4.23,2.96,3.84,4.23,16,16,796.37,233.84,38.21,1.02,0.42,0.19,27.58
2023/12/06T00:22:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,55,75,47,1007.33,nan,36664,0,99,3.07,4.84,5.24,3.07,4.84,5.24,20,20,669.27,196.78,37.09,1.73,0.64,0.00,3.45,4.18,5.11,3.45,4.18,5.11,17,17,863.18,254.80,40.82,2.82,1.84,0.25,nan
2023/12/06T00:24:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.32,0.02,36480,0,218,3.42,5.53,6.42,3.42,5.53,6.42,23,23,703.42,205.75,39.27,2.36,0.86,0.00,3.42,4.21,4.61,3.42,4.21,4.61,18,18,829.79,241.63,40.82,2.39,1.11,0.00,25.00
2023/12/06T00:26:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.28,0.02,36480,0,338,3.19,4.47,5.35,3.19,4.47,5.35,19,19,666.89,196.56,32.04,1.61,0.51,0.28,3.13,3.88,4.32,3.13,3.88,4.32,16,16,798.05,236.87,37.82,1.40,0.60,0.00,25.05
2023/12/06T00:28:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.34,0.02,36480,0,458,3.46,5.38,5.93,3.46,5.38,5.93,22,22,720.11,213.55,38.07,1.38,0.43,0.21,2.88,3.98,3.98,2.88,3.98,3.98,17,17,747.00,212.08,37.27,1.90,0.23,0.00,25.38
2023/12/06T00:30:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.29,0.02,36480,0,578,3.12,5.36,6.34,3.12,5.36,6.34,22,22,690.00,203.61,35.68,3.25,0.86,0.00,3.12,3.98,4.27,3.12,3.98,4.27,17,17,812.03,231.61,35.54,1.54,0.68,0.00,26.01
2023/12/06T00:32:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.12,0.02,36480,0,698,4.09,7.21,7.83,4.09,7.21,7.83,30,30,832.50,246.33,43.31,3.50,0.71,0.24,4.00,4.58,5.16,4.00,4.58,5.16,19,19,963.21,282.65,40.72,0.93,0.82,0.23,29.44
2023/12/06T00:34:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.02,0.02,36480,0,818,4.36,8.17,8.38,4.36,8.17,8.38,34,34,902.74,267.05,47.59,4.22,0.31,0.00,3.92,5.03,5.71,3.92,5.03,5.71,21,21,1008.15,290.59,45.98,3.14,0.76,0.25,29.96
2023/12/06T00:36:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1007.03,0.02,36480,0,938,4.77,8.50,9.23,4.77,8.50,9.23,35,35,954.38,279.66,55.82,3.36,0.93,0.36,4.12,5.31,5.66,4.12,5.31,5.66,22,22,1045.17,303.64,46.54,1.56,0.68,0.17,26.19
2023/12/06T00:38:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,75,46,1006.99,0.02,36480,0,1058,5.11,8.72,9.88,5.11,8.72,9.88,36,36,989.84,294.56,58.33,3.67,1.58,0.82,4.43,5.83,6.19,4.43,5.83,6.19,24,24,1072.81,316.59,49.14,1.66,0.78,0.05,25.49
2023/12/06T00:40:42z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,76,46,1006.90,0.02,36480,0,1178,4.91,7.79,8.02,4.91,7.79,8.02,32,32,935.38,273.71,45.90,2.10,0.00,0.00,4.21,5.57,6.16,4.21,5.57,6.16,23,23,1092.59,322.55,47.18,2.20,0.84,0.27,26.65
2023/12/06T00:42:22z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,76,46,1006.80,nan,36568,0,99,5.27,8.16,8.89,5.27,8.16,8.89,34,34,984.93,291.69,45.02,2.89,1.00,0.42,4.32,6.23,6.32,4.32,6.23,6.32,26,26,1177.98,347.66,46.84,0.41,0.09,0.00,nan
2023/12/06T00:44:22z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,76,46,1006.81,0.02,36480,0,219,6.59,8.76,9.29,6.59,8.76,9.29,36,36,1052.22,311.72,50.02,2.24,0.83,0.09,4.81,6.93,7.05,4.81,6.93,7.05,29,29,1214.68,354.70,60.49,1.51,0.40,0.23,25.00
2023/12/06T00:46:22z,44:17:93:1:9a:1c,7.01,3.0+OPENLOG+31954 MB+RV3028+BME280+BME680+PMSX003-A+PMSX003-B,54,76,46,1006.76,0.02,36480,0,339,7.67,9.97,10.21,7.67,9.97,10.21,42,42,1242.72,362.81,56.67,2.21,0.19,0.19,5.95,7.59,8.16,5.95,7.59,8.16,32,32,1390.55,416.21,57.83,2.12,1.10,0.26,25.10
